SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,Tenure_MonthlyCharges,AvgMonthlyCharge,Log_TotalCharges,TenureGroup,IsSeniorCitizen,HasDependentsAndPartner,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,42,103.8,4327.5,0,4359.599999999999,103.03571428571429,8.372976340655828,2,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,49,20.15,973.35,0,987.3499999999999,19.864285714285714,6.881770582010144,3,0,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,9,99.3,918.75,0,893.6999999999999,102.08333333333333,6.824101893984884,0,0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
0,35,62.15,2215.45,0,2175.25,63.29857142857142,7.703662095843597,2,0,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
0,48,20.65,1057.0,0,991.1999999999999,22.020833333333332,6.964135612418245,2,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,46,19.95,927.1,0,917.6999999999999,20.15434782608696,6.833139485601347,2,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,29,33.75,1009.25,0,978.75,34.80172413793103,6.917953103958583,2,0,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,30,82.05,2570.2,0,2461.5,85.67333333333333,7.852127994983248,2,0,0,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,1,74.7,74.7,0,74.7,74.7,4.3267781604434035,0,1,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,66,84.0,5714.25,0,5544.0,86.57954545454545,8.65089331980408,4,0,0,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True
0,65,111.05,7107.0,0,7218.25,109.33846153846154,8.868976189274543,4,0,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
0,72,100.9,7459.05,0,7264.8,103.59791666666666,8.917317395588213,4,0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False
0,12,78.95,927.35,1,947.4000000000001,77.27916666666667,6.83340881685348,0,0,0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,71,66.85,4748.7,0,4746.349999999999,66.8830985915493,8.465836737139407,4,0,0,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False
0,5,21.05,113.85,1,105.25,22.77,4.743626929135107,0,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,52,21.0,1107.2,0,1092.0,21.292307692307695,7.010492356433249,3,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
1,25,98.5,2514.5,1,2462.5,100.58,7.830226869931373,2,1,0,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,1,20.2,20.2,0,20.2,20.2,3.054001181677967,0,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,1,19.45,19.45,0,19.45,19.45,3.017982882488811,0,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0,38,95.0,3605.6,0,3610.0,94.88421052631578,8.190520779273172,2,0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False
1,66,45.55,3027.25,0,3006.2999999999997,45.86742424242424,8.015740173896912,4,1,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,68,110.0,7611.85,1,7480.0,111.93897058823529,8.937592887972736,4,0,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,5,24.3,100.2,0,121.5,20.04,4.617098756853365,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,72,104.15,7303.05,0,7498.8,101.43125,8.896184267815448,4,0,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
0,32,30.15,927.65,0,964.8,28.9890625,6.833731918633351,2,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,43,94.35,3921.3,0,4057.0499999999997,91.19302325581396,8.274433495416885,2,0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
0,72,19.4,1363.25,0,1396.8,18.93402777777778,7.218360106066341,4,0,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,55,96.75,5238.9,1,5321.25,95.25272727272727,8.564057693163521,3,0,0,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,52,57.95,3042.25,0,3013.4,58.50480769230769,8.020681302289706,3,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
0,43,91.65,3954.1,0,3940.9500000000003,91.95581395348837,8.282761164332172,2,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False
1,37,76.5,2868.15,1,2830.5,77.51756756756757,7.961771097640099,2,1,0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,64,54.6,3423.5,0,3494.4,53.4921875,8.13871075463796,4,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False
0,3,89.85,248.4,0,269.54999999999995,82.8,5.519058033245936,0,0,0,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,36,31.05,1126.35,0,1117.8,31.287499999999998,7.027625024832521,2,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,10,100.25,1064.65,1,1002.5,106.465,6.971340220607248,0,0,0,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,41,20.65,835.15,0,846.65,20.36951219512195,6.728808022827132,2,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,27,85.2,2151.6,0,2300.4,79.68888888888888,7.674431692830198,2,0,0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
0,56,99.8,5515.45,0,5588.8,98.49017857142857,8.615489816441348,3,0,0,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False
0,6,20.7,112.75,0,124.19999999999999,18.791666666666668,4.7340030578310595,0,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,3,74.4,229.55,1,223.20000000000002,76.51666666666667,5.440467758652715,0,0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,7,50.7,350.35,0,354.90000000000003,50.050000000000004,5.861782877638206,0,0,0,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,4,20.85,62.9,0,83.4,15.725,4.157319361383489,0,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,33,88.95,3027.65,0,2935.35,91.7469696969697,8.015872254664492,2,0,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False
1,27,78.05,2135.5,1,2107.35,79.0925925925926,7.66692425508408,2,1,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,72,23.55,1723.95,0,1695.6000000000001,23.94375,7.452953343538126,4,0,0,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,1,19.75,19.75,0,19.75,19.75,3.0325462466767075,0,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
1,71,56.45,3985.35,0,4007.9500000000003,56.131690140845066,8.290631304243542,4,1,0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
0,13,85.95,1215.65,0,1117.3500000000001,93.51153846153846,7.103856459184463,1,0,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,25,58.6,1502.65,1,1465.0,60.106,7.315650764662011,2,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
0,67,50.55,3260.1,0,3386.85,48.65820895522388,8.089819840759192,4,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,1,35.45,35.45,1,35.45,35.45,3.5959414584546674,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,2,44.35,81.25,1,88.7,40.625,4.409763389645481,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,43,25.7,1188.2,0,1105.1,27.632558139534886,7.081036091123942,2,0,0,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,23,75.0,1778.5,0,1725.0,77.32608695652173,7.484087704950247,1,0,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,64,20.2,1277.75,0,1292.8,19.96484375,7.153638317265837,4,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,57,19.6,1170.55,0,1117.2,20.5359649122807,7.0660829373614416,3,0,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
1,1,70.45,70.45,1,70.45,70.45,4.268997904375876,0,1,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,72,88.05,6425.65,0,6339.599999999999,89.24513888888889,8.768208686132068,4,1,0,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
